date,A0004,A0514,A1534,A3559,A6079,A80,total
2022-01-04,873,4136,14305,12783,3006,832,35955
2022-01-05,1661,7416,25680,22800,5559,1392,64545
2022-01-06,1727,7139,27517,21611,5172,1300,64486
2022-01-07,1457,6462,25006,18091,4219,1025,56284
2022-01-08,1652,6813,24127,18194,4031,1046,55882
2022-01-09,1116,4803,15094,12552,2788,678,37044
2022-01-10,650,3038,10105,8037,1588,309,23745
2022-01-11,1635,7905,21964,18073,3364,766,53719
2022-01-12,2785,15364,32555,28915,5342,1105,86112
2022-01-13,3335,16134,33356,28696,5558,1298,88416
2022-01-14,3334,15157,31748,27369,5127,1318,84086
2022-01-15,3473,14795,29987,26361,4932,1189,80784
2022-01-16,2719,10616,20696,18851,3573,881,57355
2022-01-17,1751,6382,13127,11706,2153,481,35614
2022-01-18,4003,16430,29068,27158,4895,1157,82751
2022-01-19,6194,28611,40986,41780,7431,1709,126778
2022-01-20,7370,32224,45029,45486,8081,1912,140189
2022-01-21,7587,33076,46546,47127,8015,2178,144615
2022-01-22,7497,32641,46230,47175,8401,2149,144167
2022-01-23,5213,21349,30399,31903,5931,1501,96335
2022-01-24,3217,13612,19814,20723,3673,902,61975
2022-01-25,6806,31849,44024,46561,8044,1995,139373
2022-01-26,9129,47202,56928,66113,11435,2566,193488
2022-01-27,9213,46648,58801,65826,11495,2748,194849
2022-01-28,9115,47165,60670,67405,11637,3021,199140
2022-01-29,8359,42889,57216,64991,11454,2871,187907
2022-01-30,5563,28589,37385,43169,7992,2084,124863
2022-01-31,3316,16650,22504,26412,4710,1205,74844
2022-02-01,6783,35882,47979,56169,9753,2529,159210
2022-02-02,9025,52598,67410,82972,14954,3756,230873
2022-02-03,9907,53967,71086,84538,15573,4275,239521
2022-02-04,9297,52622,71358,83495,15722,4337,237098
2022-02-05,8198,44561,63404,74944,14451,4088,209802
2022-02-06,5432,28282,39611,47401,9767,2763,133326
2022-02-07,3307,16933,24928,30117,5894,1691,82907
2022-02-08,6870,36656,53718,64929,12538,3350,178169
2022-02-09,9898,53175,72393,91792,18487,5111,250982
2022-02-10,10177,51005,72995,88674,18713,5684,247443
2022-02-11,9276,46209,69759,81865,17383,5491,230098
2022-02-12,8312,39412,62832,74391,16335,5271,206662
2022-02-13,5053,23708,36588,43948,10046,3119,122522
2022-02-14,3172,13732,22606,27036,5960,1685,74240
2022-02-15,6237,29910,47846,58137,12930,3638,158820
2022-02-16,9213,43894,66111,85037,19007,5606,228970
2022-02-17,9509,43310,68645,83188,19098,6308,230179
2022-02-18,8792,38142,66636,76156,17554,5863,213259
2022-02-19,6894,29315,56028,65785,15919,4973,179024
2022-02-20,4811,20009,36566,43963,11057,3426,119909
2022-02-21,2485,10688,20082,23466,5703,1792,64258
2022-02-22,5599,23514,42461,52177,12382,3526,139728
2022-02-23,9003,38396,63272,82352,19717,5945,218803
2022-02-24,8781,34805,62209,76379,19374,6650,208310
2022-02-25,7932,30311,59358,68356,17971,5997,190021
2022-02-26,7055,26818,53124,62130,16704,5864,171804
2022-02-27,4720,16852,33087,39640,10794,3642,108810
2022-02-28,2455,8613,17066,20367,5252,1706,55498
2022-03-01,5315,19362,39502,48576,12140,3649,128782
2022-03-02,8140,28739,58049,74603,18694,5580,193939
2022-03-03,8249,29294,66443,74879,19873,6522,205548
2022-03-04,7957,29569,73738,75200,19583,6349,212775
2022-03-05,6756,25291,66035,67602,18491,5752,190170
2022-03-06,4434,16841,41480,43927,12242,3444,122482
2022-03-07,2707,10339,28649,28317,7646,2067,79901
2022-03-08,5608,23957,54904,60986,16113,4246,165970
2022-03-09,8559,37994,77958,91627,24707,6560,247913
2022-03-10,8885,37381,86117,93785,26842,8133,261630
2022-03-11,8469,34570,87883,89687,25704,7751,254474
2022-03-12,7629,30850,82380,85323,24850,7469,238762
2022-03-13,5272,20516,52134,55833,17185,4939,156031
2022-03-14,2979,11852,29966,32097,9704,2415,89061
2022-03-15,6603,28425,67411,77316,22175,5882,207961
2022-03-16,8992,41194,87055,107687,31542,8341,285120
2022-03-17,10073,43294,95297,113530,34710,9899,307341
2022-03-18,9245,39905,94461,107925,33356,9488,294831
2022-03-19,7837,32737,81261,93899,30025,8493,254747
2022-03-20,4770,18792,44253,53161,17289,4785,143282
2022-03-21,3174,11791,27864,33314,10359,2773,89339
2022-03-22,7655,32625,71883,89931,28211,7179,237740
2022-03-23,9918,44484,87858,117524,35643,9276,304917
2022-03-24,10378,43636,91058,116002,36456,10040,307840
2022-03-25,9327,39513,86689,106690,34185,9504,286148
2022-03-26,7745,32384,74753,91195,29649,8111,244208
2022-03-27,4546,17788,40816,52227,17863,4751,138341
2022-03-28,2311,8927,20957,26391,8792,2252,69726
2022-03-29,6260,27547,60925,79898,25560,6271,206885
2022-03-30,8394,37809,77439,106913,34483,8700,274365
2022-03-31,7971,33519,75721,99152,33228,9470,259915
2022-04-01,6894,29167,70629,86772,29332,8048,232015
2022-04-02,5185,21694,54847,69018,23728,6603,182026
2022-04-03,2985,11000,27310,35326,12430,3342,93130
2022-04-04,1480,5601,14236,17935,5869,1426,46594
2022-04-05,4697,19511,45470,60519,19622,4947,155329
2022-04-06,6552,27566,59569,82791,26754,6517,210832
2022-04-07,5799,23237,55855,72232,24190,6652,188928
2022-04-08,4962,19930,51107,63974,20870,5854,167715
2022-04-09,4204,16206,43211,55232,18554,5077,142866
2022-04-10,2381,8591,22448,29246,10208,2755,76123
2022-04-11,1338,4746,13044,16587,5586,1343,42731
2022-04-12,4291,15907,42007,54958,18507,4557,140342
2022-04-13,5782,19155,52826,73467,24912,5947,182169
2022-04-14,5022,15813,48846,61705,21625,5833,158901
2022-04-15,4219,14026,48166,58274,20152,5661,150569
2022-04-16,1663,5485,19740,23582,8364,2086,60951
2022-04-17,1344,4707,16290,20802,7073,1755,51996
2022-04-18,876,3167,10566,14170,4579,867,34237
2022-04-19,823,3446,11465,15376,4745,1064,36938
2022-04-20,3834,14256,48645,65624,21558,4682,158659
2022-04-21,4137,14254,53795,76052,25381,5712,179445
2022-04-22,3497,12222,49681,62736,21789,5685,155693
2022-04-23,2512,9591,39119,46986,16881,4324,119478
2022-04-24,1179,4449,17693,21245,7838,2018,54438
2022-04-25,590,2486,8732,10701,3593,871,26989
2022-04-26,2461,10969,37769,47315,16237,3962,118821
2022-04-27,3067,14841,42009,55266,19442,4663,139361
2022-04-28,2427,11790,36465,44075,16268,4392,115461
2022-04-29,2055,9069,30323,36374,13185,3619,94673
2022-04-30,1880,7930,23839,30040,11542,2988,78266
2022-05-01,952,3578,10275,12968,4969,1239,33995
2022-05-02,443,1819,4706,6221,2123,542,15857
2022-05-03,2238,9661,24728,34454,12364,3020,86505
2022-05-04,2709,11973,29471,43875,14973,3430,106482
2022-05-05,2232,9721,26433,35666,12592,3186,89874
2022-05-06,1838,8051,24351,32401,10924,2762,80360
2022-05-07,1607,6921,20050,27091,9206,2245,67157
2022-05-08,711,2883,7892,10764,3894,845,26996
2022-05-09,317,1583,3974,5369,1713,399,13357
2022-05-10,2062,9900,23894,34454,11822,2646,84825
2022-05-11,2199,11170,26348,39497,12733,2822,94811
2022-05-12,1774,8769,22425,31117,10536,2477,77129
2022-05-13,1358,6870,19616,25788,9192,2101,64953
2022-05-14,1241,5839,16989,22977,7973,1871,56908
2022-05-15,415,2121,5992,8092,2833,656,20112
2022-05-16,197,1093,2775,3974,1289,314,9644
2022-05-17,1403,7316,18772,26713,9312,2094,65641
2022-05-18,1336,7414,19021,28345,9788,2153,68073
2022-05-19,1036,5640,15921,21392,7873,1902,53783
2022-05-20,832,4303,13652,17814,6134,1513,44262
2022-05-21,743,3626,12234,16201,5841,1280,39941
2022-05-22,275,1327,4097,5650,2004,459,13814
2022-05-23,135,724,2064,2836,946,231,6937
2022-05-24,917,4587,13760,19226,6974,1603,47076
2022-05-25,845,4409,13572,19388,6901,1536,46670
2022-05-26,587,3099,10959,14343,5105,1268,35373
2022-05-27,154,689,2691,3417,1129,255,8338
2022-05-28,506,2609,10273,13348,4780,1065,32598
2022-05-29,167,797,3297,4487,1523,350,10623
2022-05-30,111,535,1983,2735,879,214,6462
2022-05-31,787,3547,14467,19862,6818,1400,46898
2022-06-01,753,3701,16470,21981,7162,1417,51518
2022-06-02,642,2800,15388,18423,6314,1345,44939
2022-06-03,567,2385,15023,17144,6033,1253,42418
2022-06-04,549,2313,13273,16241,5890,1159,39432
2022-06-05,220,871,4072,5264,1974,364,12772
2022-06-06,111,516,2177,3040,1051,229,7125
2022-06-07,156,753,2757,4045,1385,275,9381
2022-06-08,1155,4952,21890,30452,10712,2103,71304
2022-06-09,1157,5123,26469,35598,11598,2123,82099
2022-06-10,866,4183,24970,29504,9789,1930,71276
2022-06-11,863,3590,23821,26395,8709,1875,65280
2022-06-12,241,1169,6955,8079,2751,563,19762
2022-06-13,181,872,4060,5243,1636,326,12321
2022-06-14,1263,5455,29349,36208,12357,2371,87040
2022-06-15,1251,6135,29834,40490,13431,2402,93574
2022-06-16,1143,5151,27383,34154,11678,2334,81874
2022-06-17,532,2415,12445,15476,5297,1102,37278
2022-06-18,1055,4833,25478,32514,11251,2384,77542
2022-06-19,344,1646,6964,10107,3406,666,23150
2022-06-20,197,1058,3989,5759,1841,444,13293
2022-06-21,1487,7849,31705,45561,15658,3260,105556
2022-06-22,1612,9480,37029,55183,17663,3546,124562
2022-06-23,1486,8028,36685,47748,16186,3352,113520
2022-06-24,1298,6673,33545,42269,14470,3071,101363
2022-06-25,1164,5900,27966,36353,12904,2865,87189
2022-06-26,470,2079,8295,11430,4137,789,27209
2022-06-27,205,1261,4424,6263,2119,514,14795
2022-06-28,1795,9437,34643,49852,17352,3769,116899
2022-06-29,2012,10775,39601,60742,20825,4073,138075
2022-06-30,1798,9191,37778,53804,18697,3802,125114
2022-07-01,1558,7426,34175,47078,16610,3367,110258
2022-07-02,1367,6306,28565,40715,14657,3210,94856
2022-07-03,388,1717,6964,10333,3691,812,23911
2022-07-04,210,1018,3942,5840,1968,600,13584
2022-07-05,2007,9637,33905,52288,18896,4000,120773
2022-07-06,2011,10730,37551,61370,20809,4065,136580
2022-07-07,1958,9440,36632,55659,19698,4010,127432
2022-07-08,1565,7679,33643,47665,16638,3633,110859
2022-07-09,1458,6632,28289,41405,14689,3079,95594
2022-07-10,392,1613,6656,10227,3853,884,23636
2022-07-11,259,1183,4071,6119,2164,562,14366
2022-07-12,2168,10307,36685,56559,20642,4555,130958
2022-07-13,2256,10856,39466,64526,22755,4686,144592
2022-07-14,2055,9614,39052,58601,21213,4998,135581
2022-07-15,1658,7787,34208,50377,18451,4393,116916
2022-07-16,1682,7146,31049,46530,17763,4404,108617
2022-07-17,454,1873,6982,10831,4121,1051,25320
2022-07-18,225,988,3651,5635,2088,538,13131
2022-07-19,2191,9839,36699,58216,22076,5274,134348
2022-07-20,2192,9708,37740,64740,23549,5365,143346
2022-07-21,1749,7595,34235,53513,19869,5093,122091
2022-07-22,1516,5913,29634,44854,17193,4517,103670
2022-07-23,1368,4957,24909,38692,15417,4117,89486
2022-07-24,364,1331,6051,9484,3985,1036,22258
2022-07-25,219,725,3277,5097,2050,597,11966
2022-07-26,1894,6956,32012,52620,21041,5671,120221
2022-07-27,1625,6056,31073,53933,20432,4917,118067
2022-07-28,1352,4696,27265,42038,16343,4399,96120
2022-07-29,1049,3277,22300,32353,12829,3629,75454
2022-07-30,978,2877,17708,26842,10828,2870,62116
2022-07-31,281,822,4487,6709,2728,686,15719
2022-08-01,146,441,2311,3414,1330,388,8033
2022-08-02,1443,4065,23015,36719,14788,4052,84098
2022-08-03,1220,3382,22527,38518,14849,3836,84359
2022-08-04,1073,2817,19458,30099,12048,3365,68885
2022-08-05,837,2321,16098,24185,9973,2813,56237
2022-08-06,753,2068,13539,20846,8980,2486,48684
2022-08-07,241,687,3695,5801,2365,663,13459
2022-08-08,118,413,1942,3126,1272,339,7213
2022-08-09,986,3122,17454,29097,12189,3308,66171
2022-08-10,1038,2941,17891,30425,12136,3047,67504
2022-08-11,844,2763,15894,24011,9839,2570,55940
2022-08-12,733,2648,13567,19892,8184,2368,47399
2022-08-13,678,2266,12358,18352,7636,2251,43551
2022-08-14,221,702,3044,4670,1986,559,11185
2022-08-15,130,484,1670,2756,1145,358,6544
2022-08-16,1041,3229,14425,23363,9517,2842,54437
2022-08-17,1059,3738,16347,27912,11090,2923,63100
2022-08-18,867,2938,14267,22342,9201,2770,52398
2022-08-19,715,2423,11935,17944,7560,2300,42886
2022-08-20,678,2307,9520,14871,6460,1811,35664
2022-08-21,215,752,2477,3955,1788,531,9725
2022-08-22,108,464,1310,2098,880,243,5105
2022-08-23,929,3539,13325,21153,9016,2468,50441
2022-08-24,952,3837,13498,22748,8913,2122,52081
2022-08-25,771,3157,12401,18692,7208,1914,44155
2022-08-26,630,2608,10022,14833,6211,1558,35873
2022-08-27,593,2438,8764,13404,5674,1503,32389
2022-08-28,157,728,2118,3340,1408,383,8137
2022-08-29,94,427,1240,2013,868,253,4896
2022-08-30,865,3559,12155,19347,8138,2069,46151
2022-08-31,829,3656,12457,20663,7982,1908,47501
2022-09-01,651,2710,9998,15394,6466,1650,36877
2022-09-02,497,2146,8456,12507,5334,1469,30422
2022-09-03,470,2020,7761,11880,5223,1372,28734
2022-09-04,133,662,2010,3296,1445,367,7913
2022-09-05,80,325,1073,1743,731,207,4161
2022-09-06,779,3500,10926,18121,7573,1983,42889
2022-09-07,783,3712,11522,19942,8095,1837,45905
2022-09-08,666,3058,10175,16794,6936,1792,39430
2022-09-09,527,2333,8912,14467,5788,1626,33665
2022-09-10,469,2046,7829,12903,5616,1435,30299
2022-09-11,110,498,1887,3238,1447,363,7545
2022-09-12,80,309,1118,1875,726,246,4355
2022-09-13,848,3479,11657,20209,8655,2286,47145
2022-09-14,800,3927,12372,22964,9434,2085,51598
2022-09-15,670,3114,10828,18241,7976,2029,42864
2022-09-16,569,2702,10122,16695,7381,1831,39314
2022-09-17,531,2187,8807,14950,6724,1748,34959
2022-09-18,136,569,1921,3536,1543,409,8116
2022-09-19,70,394,1094,2084,1013,256,4912
2022-09-20,907,4114,13047,23524,10622,2660,54891
2022-09-21,737,4256,13763,25928,11156,2470,58328
2022-09-22,692,3637,12692,23453,10594,2720,53803
2022-09-23,617,3129,11535,21772,9836,2555,49459
2022-09-24,535,2751,11126,20907,10201,2588,48125
2022-09-25,170,791,3226,5900,2790,770,13649
2022-09-26,85,510,1757,3690,1745,495,8284
2022-09-27,867,4969,18362,36087,16579,4295,81186
2022-09-28,903,5591,22445,46018,20034,5146,100162
2022-09-29,771,4642,21554,40940,19334,5118,92399
2022-09-30,649,3520,18372,34547,16779,4555,78461
2022-10-01,642,3074,16798,33027,16243,4374,74183
2022-10-02,174,911,4854,9037,4739,1219,20938
2022-10-03,116,520,2517,5057,2555,740,11510
2022-10-04,136,622,3115,6537,3178,1004,14597
2022-10-05,1160,5325,27935,56471,28151,8111,127193
2022-10-06,1196,5227,33607,70226,31859,8144,150334
2022-10-07,1101,4779,32593,64341,31343,8523,142744
2022-10-08,820,3709,26584,51249,25875,7272,115552
2022-10-09,223,832,6092,11648,6279,1569,26654
2022-10-10,201,606,4000,7441,3695,1055,17006
2022-10-11,1249,4898,32179,63904,32977,9319,144621
2022-10-12,1077,4805,31100,65411,32447,8616,143497
2022-10-13,1028,3965,27088,54525,29223,8544,124413
2022-10-14,849,3262,23272,46049,25358,7381,106221
2022-10-15,779,2867,19604,39157,21957,6754,91163
2022-10-16,187,793,4574,9483,5509,1728,22283
2022-10-17,142,550,2833,5740,3094,940,13309
2022-10-18,1176,4719,26356,54969,30559,9273,127101
2022-10-19,1096,4652,26778,58461,29204,8587,128819
2022-10-20,925,3910,22879,46264,24871,7849,106733
2022-10-21,710,3114,18531,36310,19752,6332,84790
2022-10-22,653,2580,14808,30103,16804,5352,70321
2022-10-23,204,729,3574,7275,3923,1287,16999
2022-10-24,120,564,2283,4452,2327,831,10582
2022-10-25,1003,3840,19734,39977,20986,6850,92424
2022-10-26,840,3937,19660,41287,19811,5738,91293
2022-10-27,717,3061,15235,30377,15398,5015,69832
2022-10-28,571,2385,12453,24049,12499,4207,56184
2022-10-29,465,1988,10121,19655,10123,3446,45814
2022-10-30,118,566,2241,4491,2407,796,10624
2022-10-31,74,436,1651,3367,1614,580,7725
2022-11-01,509,2135,8854,18284,8949,2913,41658
2022-11-02,405,1768,8151,17114,7880,2691,38019
2022-11-03,621,3056,13857,29206,13350,4192,64300
2022-11-04,445,2341,11179,21781,9842,3238,48848
2022-11-05,360,1782,8932,16312,7632,2596,37628
2022-11-06,86,475,2114,3463,1695,557,8392
2022-11-07,56,297,1127,2011,883,357,4733
2022-11-08,552,2684,12156,21553,10036,3516,50516
2022-11-09,431,2507,10760,20472,8573,2942,45696
2022-11-10,376,2073,8984,15591,7145,2733,36913
2022-11-11,280,1632,7321,13567,6076,2143,31042
2022-11-12,284,1516,6333,11771,5371,2002,27285
2022-11-13,66,411,1373,2630,1207,449,6136
2022-11-14,51,322,959,1877,825,379,4416
2022-11-15,436,2430,8942,16849,7479,2819,38964
2022-11-16,387,2363,8896,17085,6859,2365,37970
2022-11-17,323,1834,7156,13272,5714,2084,30400
2022-11-18,285,1496,6440,11715,5047,1967,26957
2022-11-19,249,1412,6162,11293,4813,1831,25775
2022-11-20,62,360,1402,2630,1173,432,6060
2022-11-21,48,227,793,1562,641,271,3542
2022-11-22,341,2156,8327,15983,6801,2905,36524
2022-11-23,328,2231,8792,17274,6777,2542,37956
2022-11-24,294,1887,7572,14021,5767,2275,31825
2022-11-25,233,1507,6599,12362,5103,2159,27971
2022-11-26,217,1257,6218,11359,4986,2129,26179
2022-11-27,55,375,1508,2826,1189,488,6444
2022-11-28,32,188,837,1511,783,331,3683
2022-11-29,376,1892,9014,17330,7421,3386,39434
2022-11-30,301,2063,9982,19957,7365,2836,42526
